07/19 03:49:39 AM | 
07/29 01:38:04 AM | Valid: [ 64/600] Step 200/208 Loss 0.338 Prec@(1,5) (89.0%, 99.5%)
07/29 01:38:04 AM | Valid: [ 64/600] Step 208/208 Loss 0.340 Prec@(1,5) (89.0%, 99.5%)
07/29 01:38:05 AM | Valid: [ 64/600] Final Prec@1 88.9900%
07/29 01:38:05 AM | Epoch 64 LR 0.024283018638652232
07/29 01:38:06 AM | Train: [ 65/600] Step 000/1041 Loss 0.432 Prec@(1,5) (91.7%, 100.0%)
07/29 01:39:28 AM | Train: [ 65/600] Step 200/1041 Loss 0.640 Prec@(1,5) (84.5%, 99.4%)
07/29 01:40:44 AM | Train: [ 65/600] Step 400/1041 Loss 0.646 Prec@(1,5) (84.4%, 99.2%)
07/29 01:41:59 AM | Train: [ 65/600] Step 600/1041 Loss 0.646 Prec@(1,5) (84.3%, 99.3%)
07/29 01:43:20 AM | Train: [ 65/600] Step 800/1041 Loss 0.642 Prec@(1,5) (84.5%, 99.3%)
07/29 01:44:41 AM | Train: [ 65/600] Step 1000/1041 Loss 0.645 Prec@(1,5) (84.5%, 99.2%)
07/29 01:44:57 AM | Train: [ 65/600] Step 1041/1041 Loss 0.645 Prec@(1,5) (84.5%, 99.2%)
07/29 01:44:57 AM | Train: [ 65/600] Final Prec@1 84.4680%
07/29 01:44:58 AM | Valid: [ 65/600] Step 000/208 Loss 0.203 Prec@(1,5) (89.6%, 100.0%)
07/29 01:45:16 AM | Valid: [ 65/600] Step 200/208 Loss 0.313 Prec@(1,5) (89.6%, 99.7%)
07/29 01:45:16 AM | Valid: [ 65/600] Step 208/208 Loss 0.314 Prec@(1,5) (89.6%, 99.7%)
07/29 01:45:16 AM | Valid: [ 65/600] Final Prec@1 89.5600%
07/29 01:45:17 AM | Epoch 65 LR 0.02426100961192782
07/29 01:45:18 AM | Train: [ 66/600] Step 000/1041 Loss 0.448 Prec@(1,5) (89.6%, 100.0%)
07/29 01:46:42 AM | Train: [ 66/600] Step 200/1041 Loss 0.624 Prec@(1,5) (84.6%, 99.2%)
07/29 01:48:06 AM | Train: [ 66/600] Step 400/1041 Loss 0.638 Prec@(1,5) (84.5%, 99.2%)
07/29 01:49:11 AM | Train: [ 66/600] Step 600/1041 Loss 0.644 Prec@(1,5) (84.4%, 99.1%)
07/29 01:50:16 AM | Train: [ 66/600] Step 800/1041 Loss 0.645 Prec@(1,5) (84.4%, 99.1%)
07/29 01:51:21 AM | Train: [ 66/600] Step 1000/1041 Loss 0.647 Prec@(1,5) (84.3%, 99.2%)
07/29 01:51:34 AM | Train: [ 66/600] Step 1041/1041 Loss 0.649 Prec@(1,5) (84.2%, 99.2%)
07/29 01:51:34 AM | Train: [ 66/600] Final Prec@1 84.2080%
07/29 01:51:34 AM | Valid: [ 66/600] Step 000/208 Loss 0.302 Prec@(1,5) (89.6%, 100.0%)
07/29 01:51:50 AM | Valid: [ 66/600] Step 200/208 Loss 0.361 Prec@(1,5) (87.7%, 99.6%)
07/29 01:51:50 AM | Valid: [ 66/600] Step 208/208 Loss 0.361 Prec@(1,5) (87.8%, 99.6%)
07/29 01:51:50 AM | Valid: [ 66/600] Final Prec@1 87.7500%
07/29 01:51:51 AM | Epoch 66 LR 0.024238678151183864
07/29 01:51:52 AM | Train: [ 67/600] Step 000/1041 Loss 0.817 Prec@(1,5) (79.2%, 97.9%)
07/29 01:53:12 AM | Train: [ 67/600] Step 200/1041 Loss 0.621 Prec@(1,5) (84.8%, 99.4%)
07/29 01:54:32 AM | Train: [ 67/600] Step 400/1041 Loss 0.636 Prec@(1,5) (84.7%, 99.2%)
07/29 01:55:52 AM | Train: [ 67/600] Step 600/1041 Loss 0.638 Prec@(1,5) (84.6%, 99.2%)
07/29 01:57:15 AM | Train: [ 67/600] Step 800/1041 Loss 0.637 Prec@(1,5) (84.6%, 99.2%)
07/29 01:58:37 AM | Train: [ 67/600] Step 1000/1041 Loss 0.640 Prec@(1,5) (84.5%, 99.2%)
07/29 01:58:50 AM | Train: [ 67/600] Step 1041/1041 Loss 0.640 Prec@(1,5) (84.5%, 99.2%)
07/29 01:58:50 AM | Train: [ 67/600] Final Prec@1 84.4900%
07/29 01:58:50 AM | Valid: [ 67/600] Step 000/208 Loss 0.244 Prec@(1,5) (91.7%, 100.0%)
07/29 01:59:05 AM | Valid: [ 67/600] Step 200/208 Loss 0.330 Prec@(1,5) (88.5%, 99.5%)
07/29 01:59:06 AM | Valid: [ 67/600] Step 208/208 Loss 0.330 Prec@(1,5) (88.5%, 99.6%)
07/29 01:59:06 AM | Valid: [ 67/600] Final Prec@1 88.5100%
07/29 01:59:06 AM | Epoch 67 LR 0.024216024868648645
07/29 01:59:07 AM | Train: [ 68/600] Step 000/1041 Loss 0.573 Prec@(1,5) (83.3%, 100.0%)
07/29 02:00:26 AM | Train: [ 68/600] Step 200/1041 Loss 0.645 Prec@(1,5) (84.4%, 99.2%)
07/29 02:01:48 AM | Train: [ 68/600] Step 400/1041 Loss 0.648 Prec@(1,5) (84.4%, 99.2%)
07/29 02:03:08 AM | Train: [ 68/600] Step 600/1041 Loss 0.643 Prec@(1,5) (84.5%, 99.2%)
07/29 02:04:28 AM | Train: [ 68/600] Step 800/1041 Loss 0.647 Prec@(1,5) (84.4%, 99.2%)
07/29 02:05:54 AM | Train: [ 68/600] Step 1000/1041 Loss 0.642 Prec@(1,5) (84.4%, 99.2%)
07/29 02:06:11 AM | Train: [ 68/600] Step 1041/1041 Loss 0.643 Prec@(1,5) (84.4%, 99.2%)
07/29 02:06:11 AM | Train: [ 68/600] Final Prec@1 84.4020%
07/29 02:06:12 AM | Valid: [ 68/600] Step 000/208 Loss 0.229 Prec@(1,5) (89.6%, 100.0%)
07/29 02:06:26 AM | Valid: [ 68/600] Step 200/208 Loss 0.411 Prec@(1,5) (85.6%, 99.6%)
07/29 02:06:27 AM | Valid: [ 68/600] Step 208/208 Loss 0.410 Prec@(1,5) (85.5%, 99.6%)
07/29 02:06:27 AM | Valid: [ 68/600] Final Prec@1 85.5200%
07/29 02:06:28 AM | Epoch 68 LR 0.024193050385373345
07/29 02:06:28 AM | Train: [ 69/600] Step 000/1041 Loss 0.802 Prec@(1,5) (77.1%, 97.9%)
07/29 02:07:34 AM | Train: [ 69/600] Step 200/1041 Loss 0.616 Prec@(1,5) (85.3%, 99.3%)
07/29 02:08:39 AM | Train: [ 69/600] Step 400/1041 Loss 0.630 Prec@(1,5) (84.9%, 99.2%)
07/29 02:09:47 AM | Train: [ 69/600] Step 600/1041 Loss 0.637 Prec@(1,5) (84.5%, 99.2%)
07/29 02:11:09 AM | Train: [ 69/600] Step 800/1041 Loss 0.638 Prec@(1,5) (84.5%, 99.2%)
07/29 02:12:31 AM | Train: [ 69/600] Step 1000/1041 Loss 0.638 Prec@(1,5) (84.6%, 99.2%)
07/29 02:12:48 AM | Train: [ 69/600] Step 1041/1041 Loss 0.640 Prec@(1,5) (84.5%, 99.2%)
07/29 02:12:48 AM | Train: [ 69/600] Final Prec@1 84.5420%
07/29 02:12:49 AM | Valid: [ 69/600] Step 000/208 Loss 0.084 Prec@(1,5) (97.9%, 100.0%)
07/29 02:13:07 AM | Valid: [ 69/600] Step 200/208 Loss 0.298 Prec@(1,5) (90.1%, 99.6%)
07/29 02:13:08 AM | Valid: [ 69/600] Step 208/208 Loss 0.299 Prec@(1,5) (90.0%, 99.6%)
07/29 02:13:08 AM | Valid: [ 69/600] Final Prec@1 90.0400%
07/29 02:13:08 AM | Epoch 69 LR 0.024169755331215022
07/29 02:13:09 AM | Train: [ 70/600] Step 000/1041 Loss 0.733 Prec@(1,5) (83.3%, 100.0%)
07/29 02:14:35 AM | Train: [ 70/600] Step 200/1041 Loss 0.611 Prec@(1,5) (85.2%, 99.4%)
07/29 02:16:05 AM | Train: [ 70/600] Step 400/1041 Loss 0.634 Prec@(1,5) (84.5%, 99.3%)
07/29 02:17:20 AM | Train: [ 70/600] Step 600/1041 Loss 0.645 Prec@(1,5) (84.3%, 99.2%)
07/29 02:18:39 AM | Train: [ 70/600] Step 800/1041 Loss 0.642 Prec@(1,5) (84.4%, 99.2%)
07/29 02:20:03 AM | Train: [ 70/600] Step 1000/1041 Loss 0.642 Prec@(1,5) (84.4%, 99.2%)
07/29 02:20:21 AM | Train: [ 70/600] Step 1041/1041 Loss 0.640 Prec@(1,5) (84.4%, 99.2%)
07/29 02:20:21 AM | Train: [ 70/600] Final Prec@1 84.4460%
07/29 02:20:22 AM | Valid: [ 70/600] Step 000/208 Loss 0.195 Prec@(1,5) (93.8%, 100.0%)
07/29 02:20:40 AM | Valid: [ 70/600] Step 200/208 Loss 0.317 Prec@(1,5) (89.5%, 99.5%)
07/29 02:20:41 AM | Valid: [ 70/600] Step 208/208 Loss 0.319 Prec@(1,5) (89.5%, 99.5%)
07/29 02:20:41 AM | Valid: [ 70/600] Final Prec@1 89.4500%
07/29 02:20:41 AM | Epoch 70 LR 0.024146140344819364
07/29 02:20:42 AM | Train: [ 71/600] Step 000/1041 Loss 1.073 Prec@(1,5) (75.0%, 97.9%)
07/29 02:22:02 AM | Train: [ 71/600] Step 200/1041 Loss 0.641 Prec@(1,5) (84.2%, 99.1%)
07/29 02:23:27 AM | Train: [ 71/600] Step 400/1041 Loss 0.630 Prec@(1,5) (84.5%, 99.2%)
07/29 02:24:45 AM | Train: [ 71/600] Step 600/1041 Loss 0.633 Prec@(1,5) (84.4%, 99.2%)
07/29 02:25:51 AM | Train: [ 71/600] Step 800/1041 Loss 0.630 Prec@(1,5) (84.5%, 99.2%)
07/29 02:26:57 AM | Train: [ 71/600] Step 1000/1041 Loss 0.637 Prec@(1,5) (84.4%, 99.2%)
07/29 02:27:11 AM | Train: [ 71/600] Step 1041/1041 Loss 0.638 Prec@(1,5) (84.3%, 99.2%)
07/29 02:27:11 AM | Train: [ 71/600] Final Prec@1 84.3180%
07/29 02:27:11 AM | Valid: [ 71/600] Step 000/208 Loss 0.235 Prec@(1,5) (93.8%, 100.0%)
07/29 02:27:26 AM | Valid: [ 71/600] Step 200/208 Loss 0.306 Prec@(1,5) (89.5%, 99.6%)
07/29 02:27:26 AM | Valid: [ 71/600] Step 208/208 Loss 0.306 Prec@(1,5) (89.6%, 99.6%)
07/29 02:27:26 AM | Valid: [ 71/600] Final Prec@1 89.5600%
07/29 02:27:27 AM | Epoch 71 LR 0.024122206073603145
07/29 02:27:27 AM | Train: [ 72/600] Step 000/1041 Loss 0.374 Prec@(1,5) (87.5%, 100.0%)
07/29 02:28:40 AM | Train: [ 72/600] Step 200/1041 Loss 0.639 Prec@(1,5) (84.2%, 99.1%)
07/29 02:30:02 AM | Train: [ 72/600] Step 400/1041 Loss 0.638 Prec@(1,5) (84.6%, 99.1%)
07/29 02:31:23 AM | Train: [ 72/600] Step 600/1041 Loss 0.638 Prec@(1,5) (84.6%, 99.1%)
07/29 02:32:44 AM | Train: [ 72/600] Step 800/1041 Loss 0.639 Prec@(1,5) (84.6%, 99.1%)
07/29 02:34:06 AM | Train: [ 72/600] Step 1000/1041 Loss 0.640 Prec@(1,5) (84.4%, 99.1%)
07/29 02:34:23 AM | Train: [ 72/600] Step 1041/1041 Loss 0.639 Prec@(1,5) (84.5%, 99.1%)
07/29 02:34:23 AM | Train: [ 72/600] Final Prec@1 84.4840%
07/29 02:34:23 AM | Valid: [ 72/600] Step 000/208 Loss 0.244 Prec@(1,5) (91.7%, 100.0%)
07/29 02:34:41 AM | Valid: [ 72/600] Step 200/208 Loss 0.319 Prec@(1,5) (89.4%, 99.6%)
07/29 02:34:42 AM | Valid: [ 72/600] Step 208/208 Loss 0.318 Prec@(1,5) (89.5%, 99.6%)
07/29 02:34:42 AM | Valid: [ 72/600] Final Prec@1 89.4700%
07/29 02:34:43 AM | Epoch 72 LR 0.024097953173736503
07/29 02:34:43 AM | Train: [ 73/600] Step 000/1041 Loss 0.490 Prec@(1,5) (83.3%, 100.0%)
07/29 02:35:50 AM | Train: [ 73/600] Step 200/1041 Loss 0.635 Prec@(1,5) (84.5%, 99.1%)
07/29 02:37:09 AM | Train: [ 73/600] Step 400/1041 Loss 0.631 Prec@(1,5) (84.7%, 99.2%)
07/29 02:38:30 AM | Train: [ 73/600] Step 600/1041 Loss 0.629 Prec@(1,5) (84.7%, 99.2%)
07/29 02:39:50 AM | Train: [ 73/600] Step 800/1041 Loss 0.635 Prec@(1,5) (84.6%, 99.2%)
07/29 02:41:10 AM | Train: [ 73/600] Step 1000/1041 Loss 0.638 Prec@(1,5) (84.5%, 99.2%)
07/29 02:41:26 AM | Train: [ 73/600] Step 1041/1041 Loss 0.639 Prec@(1,5) (84.5%, 99.2%)
07/29 02:41:26 AM | Train: [ 73/600] Final Prec@1 84.4800%
07/29 02:41:27 AM | Valid: [ 73/600] Step 000/208 Loss 0.291 Prec@(1,5) (89.6%, 100.0%)
07/29 02:41:45 AM | Valid: [ 73/600] Step 200/208 Loss 0.372 Prec@(1,5) (87.9%, 99.3%)
07/29 02:41:46 AM | Valid: [ 73/600] Step 208/208 Loss 0.373 Prec@(1,5) (87.9%, 99.3%)
07/29 02:41:46 AM | Valid: [ 73/600] Final Prec@1 87.8700%
07/29 02:41:47 AM | Epoch 73 LR 0.02407338231012494
07/29 02:41:48 AM | Train: [ 74/600] Step 000/1041 Loss 0.611 Prec@(1,5) (83.3%, 100.0%)
07/29 02:43:04 AM | Train: [ 74/600] Step 200/1041 Loss 0.639 Prec@(1,5) (84.3%, 99.1%)
07/29 02:44:09 AM | Train: [ 74/600] Step 400/1041 Loss 0.635 Prec@(1,5) (84.5%, 99.2%)
07/29 02:45:13 AM | Train: [ 74/600] Step 600/1041 Loss 0.632 Prec@(1,5) (84.6%, 99.2%)
07/29 02:46:21 AM | Train: [ 74/600] Step 800/1041 Loss 0.640 Prec@(1,5) (84.3%, 99.2%)
07/29 02:47:39 AM | Train: [ 74/600] Step 1000/1041 Loss 0.643 Prec@(1,5) (84.4%, 99.1%)
07/29 02:47:56 AM | Train: [ 74/600] Step 1041/1041 Loss 0.642 Prec@(1,5) (84.4%, 99.1%)
07/29 02:47:56 AM | Train: [ 74/600] Final Prec@1 84.3760%
07/29 02:47:56 AM | Valid: [ 74/600] Step 000/208 Loss 0.289 Prec@(1,5) (89.6%, 100.0%)
07/29 02:48:13 AM | Valid: [ 74/600] Step 200/208 Loss 0.346 Prec@(1,5) (88.3%, 99.6%)
07/29 02:48:14 AM | Valid: [ 74/600] Step 208/208 Loss 0.345 Prec@(1,5) (88.3%, 99.6%)
07/29 02:48:14 AM | Valid: [ 74/600] Final Prec@1 88.2800%
07/29 02:48:15 AM | Epoch 74 LR 0.024048494156391088
07/29 02:48:15 AM | Train: [ 75/600] Step 000/1041 Loss 0.424 Prec@(1,5) (87.5%, 100.0%)
07/29 02:49:35 AM | Train: [ 75/600] Step 200/1041 Loss 0.626 Prec@(1,5) (84.7%, 99.3%)
07/29 02:50:54 AM | Train: [ 75/600] Step 400/1041 Loss 0.622 Prec@(1,5) (84.9%, 99.2%)
07/29 02:52:18 AM | Train: [ 75/600] Step 600/1041 Loss 0.630 Prec@(1,5) (84.7%, 99.2%)
07/29 02:53:32 AM | Train: [ 75/600] Step 800/1041 Loss 0.636 Prec@(1,5) (84.5%, 99.2%)
07/29 02:54:47 AM | Train: [ 75/600] Step 1000/1041 Loss 0.635 Prec@(1,5) (84.5%, 99.2%)
07/29 02:55:04 AM | Train: [ 75/600] Step 1041/1041 Loss 0.636 Prec@(1,5) (84.6%, 99.2%)
07/29 02:55:04 AM | Train: [ 75/600] Final Prec@1 84.5660%
07/29 02:55:04 AM | Valid: [ 75/600] Step 000/208 Loss 0.156 Prec@(1,5) (95.8%, 100.0%)
07/29 02:55:22 AM | Valid: [ 75/600] Step 200/208 Loss 0.391 Prec@(1,5) (87.1%, 99.6%)
07/29 02:55:23 AM | Valid: [ 75/600] Step 208/208 Loss 0.392 Prec@(1,5) (87.0%, 99.6%)
07/29 02:55:23 AM | Valid: [ 75/600] Final Prec@1 87.0400%
07/29 02:55:23 AM | Epoch 75 LR 0.024023289394856262
07/29 02:55:24 AM | Train: [ 76/600] Step 000/1041 Loss 0.880 Prec@(1,5) (83.3%, 97.9%)
07/29 02:56:45 AM | Train: [ 76/600] Step 200/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.1%)
07/29 02:58:05 AM | Train: [ 76/600] Step 400/1041 Loss 0.633 Prec@(1,5) (84.8%, 99.1%)
07/29 02:59:28 AM | Train: [ 76/600] Step 600/1041 Loss 0.625 Prec@(1,5) (84.8%, 99.2%)
07/29 03:00:53 AM | Train: [ 76/600] Step 800/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.2%)
07/29 03:02:00 AM | Train: [ 76/600] Step 1000/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.2%)
07/29 03:02:13 AM | Train: [ 76/600] Step 1041/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.2%)
07/29 03:02:13 AM | Train: [ 76/600] Final Prec@1 84.9200%
07/29 03:02:14 AM | Valid: [ 76/600] Step 000/208 Loss 0.257 Prec@(1,5) (91.7%, 100.0%)
07/29 03:02:28 AM | Valid: [ 76/600] Step 200/208 Loss 0.394 Prec@(1,5) (87.1%, 99.4%)
07/29 03:02:29 AM | Valid: [ 76/600] Step 208/208 Loss 0.395 Prec@(1,5) (87.1%, 99.4%)
07/29 03:02:29 AM | Valid: [ 76/600] Final Prec@1 87.0900%
07/29 03:02:29 AM | Epoch 76 LR 0.023997768716521727
07/29 03:02:30 AM | Train: [ 77/600] Step 000/1041 Loss 0.566 Prec@(1,5) (85.4%, 100.0%)
07/29 03:03:36 AM | Train: [ 77/600] Step 200/1041 Loss 0.622 Prec@(1,5) (84.8%, 99.2%)
07/29 03:04:48 AM | Train: [ 77/600] Step 400/1041 Loss 0.621 Prec@(1,5) (85.0%, 99.2%)
07/29 03:06:08 AM | Train: [ 77/600] Step 600/1041 Loss 0.627 Prec@(1,5) (84.9%, 99.2%)
07/29 03:07:26 AM | Train: [ 77/600] Step 800/1041 Loss 0.629 Prec@(1,5) (84.9%, 99.2%)
07/29 03:08:46 AM | Train: [ 77/600] Step 1000/1041 Loss 0.632 Prec@(1,5) (84.7%, 99.2%)
07/29 03:09:03 AM | Train: [ 77/600] Step 1041/1041 Loss 0.632 Prec@(1,5) (84.7%, 99.2%)
07/29 03:09:03 AM | Train: [ 77/600] Final Prec@1 84.6700%
07/29 03:09:04 AM | Valid: [ 77/600] Step 000/208 Loss 0.261 Prec@(1,5) (91.7%, 100.0%)
07/29 03:09:21 AM | Valid: [ 77/600] Step 200/208 Loss 0.464 Prec@(1,5) (84.8%, 99.4%)
07/29 03:09:21 AM | Valid: [ 77/600] Step 208/208 Loss 0.465 Prec@(1,5) (84.8%, 99.4%)
07/29 03:09:21 AM | Valid: [ 77/600] Final Prec@1 84.7700%
07/29 03:09:22 AM | Epoch 77 LR 0.023971932821049768
07/29 03:09:23 AM | Train: [ 78/600] Step 000/1041 Loss 0.648 Prec@(1,5) (85.4%, 97.9%)
07/29 03:10:46 AM | Train: [ 78/600] Step 200/1041 Loss 0.607 Prec@(1,5) (85.4%, 99.3%)
07/29 03:12:01 AM | Train: [ 78/600] Step 400/1041 Loss 0.622 Prec@(1,5) (85.1%, 99.2%)
07/29 03:13:19 AM | Train: [ 78/600] Step 600/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.2%)
07/29 03:14:39 AM | Train: [ 78/600] Step 800/1041 Loss 0.630 Prec@(1,5) (84.7%, 99.2%)
07/29 03:15:59 AM | Train: [ 78/600] Step 1000/1041 Loss 0.636 Prec@(1,5) (84.6%, 99.2%)
07/29 03:16:16 AM | Train: [ 78/600] Step 1041/1041 Loss 0.636 Prec@(1,5) (84.6%, 99.2%)
07/29 03:16:16 AM | Train: [ 78/600] Final Prec@1 84.5720%
07/29 03:16:16 AM | Valid: [ 78/600] Step 000/208 Loss 0.303 Prec@(1,5) (89.6%, 100.0%)
07/29 03:16:33 AM | Valid: [ 78/600] Step 200/208 Loss 0.366 Prec@(1,5) (87.8%, 99.5%)
07/29 03:16:34 AM | Valid: [ 78/600] Step 208/208 Loss 0.366 Prec@(1,5) (87.9%, 99.5%)
07/29 03:16:34 AM | Valid: [ 78/600] Final Prec@1 87.8500%
07/29 03:16:34 AM | Epoch 78 LR 0.023945782416744516
07/29 03:16:35 AM | Train: [ 79/600] Step 000/1041 Loss 0.631 Prec@(1,5) (85.4%, 100.0%)
07/29 03:17:57 AM | Train: [ 79/600] Step 200/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.2%)
07/29 03:19:18 AM | Train: [ 79/600] Step 400/1041 Loss 0.628 Prec@(1,5) (84.8%, 99.1%)
07/29 03:20:21 AM | Train: [ 79/600] Step 600/1041 Loss 0.629 Prec@(1,5) (84.8%, 99.2%)
07/29 03:21:24 AM | Train: [ 79/600] Step 800/1041 Loss 0.631 Prec@(1,5) (84.8%, 99.2%)
07/29 03:22:28 AM | Train: [ 79/600] Step 1000/1041 Loss 0.630 Prec@(1,5) (84.8%, 99.2%)
07/29 03:22:41 AM | Train: [ 79/600] Step 1041/1041 Loss 0.629 Prec@(1,5) (84.9%, 99.2%)
07/29 03:22:41 AM | Train: [ 79/600] Final Prec@1 84.8720%
07/29 03:22:41 AM | Valid: [ 79/600] Step 000/208 Loss 0.089 Prec@(1,5) (95.8%, 100.0%)
07/29 03:22:56 AM | Valid: [ 79/600] Step 200/208 Loss 0.295 Prec@(1,5) (90.0%, 99.6%)
07/29 03:22:57 AM | Valid: [ 79/600] Step 208/208 Loss 0.295 Prec@(1,5) (90.1%, 99.6%)
07/29 03:22:57 AM | Valid: [ 79/600] Final Prec@1 90.0600%
07/29 03:22:57 AM | Epoch 79 LR 0.02391931822053251
07/29 03:22:58 AM | Train: [ 80/600] Step 000/1041 Loss 0.741 Prec@(1,5) (83.3%, 100.0%)
07/29 03:24:16 AM | Train: [ 80/600] Step 200/1041 Loss 0.607 Prec@(1,5) (85.0%, 99.3%)
07/29 03:25:36 AM | Train: [ 80/600] Step 400/1041 Loss 0.615 Prec@(1,5) (85.2%, 99.2%)
07/29 03:26:56 AM | Train: [ 80/600] Step 600/1041 Loss 0.623 Prec@(1,5) (84.9%, 99.2%)
07/29 03:28:16 AM | Train: [ 80/600] Step 800/1041 Loss 0.628 Prec@(1,5) (84.7%, 99.2%)
07/29 03:29:39 AM | Train: [ 80/600] Step 1000/1041 Loss 0.631 Prec@(1,5) (84.6%, 99.2%)
07/29 03:29:55 AM | Train: [ 80/600] Step 1041/1041 Loss 0.630 Prec@(1,5) (84.7%, 99.2%)
07/29 03:29:55 AM | Train: [ 80/600] Final Prec@1 84.6560%
07/29 03:29:55 AM | Valid: [ 80/600] Step 000/208 Loss 0.266 Prec@(1,5) (89.6%, 100.0%)
07/29 03:30:09 AM | Valid: [ 80/600] Step 200/208 Loss 0.386 Prec@(1,5) (87.5%, 99.6%)
07/29 03:30:10 AM | Valid: [ 80/600] Step 208/208 Loss 0.385 Prec@(1,5) (87.5%, 99.6%)
07/29 03:30:10 AM | Valid: [ 80/600] Final Prec@1 87.5000%
07/29 03:30:10 AM | Epoch 80 LR 0.023892540957943065
07/29 03:30:11 AM | Train: [ 81/600] Step 000/1041 Loss 0.491 Prec@(1,5) (89.6%, 100.0%)
07/29 03:31:28 AM | Train: [ 81/600] Step 200/1041 Loss 0.603 Prec@(1,5) (85.3%, 99.4%)
07/29 03:32:50 AM | Train: [ 81/600] Step 400/1041 Loss 0.618 Prec@(1,5) (85.0%, 99.3%)
07/29 03:34:12 AM | Train: [ 81/600] Step 600/1041 Loss 0.625 Prec@(1,5) (84.9%, 99.3%)
07/29 03:35:30 AM | Train: [ 81/600] Step 800/1041 Loss 0.626 Prec@(1,5) (84.9%, 99.3%)
07/29 03:36:50 AM | Train: [ 81/600] Step 1000/1041 Loss 0.630 Prec@(1,5) (84.8%, 99.3%)
07/29 03:37:08 AM | Train: [ 81/600] Step 1041/1041 Loss 0.630 Prec@(1,5) (84.7%, 99.3%)
07/29 03:37:08 AM | Train: [ 81/600] Final Prec@1 84.7300%
07/29 03:37:08 AM | Valid: [ 81/600] Step 000/208 Loss 0.222 Prec@(1,5) (91.7%, 100.0%)
07/29 03:37:26 AM | Valid: [ 81/600] Step 200/208 Loss 0.303 Prec@(1,5) (89.7%, 99.6%)
07/29 03:37:26 AM | Valid: [ 81/600] Step 208/208 Loss 0.304 Prec@(1,5) (89.7%, 99.6%)
07/29 03:37:26 AM | Valid: [ 81/600] Final Prec@1 89.7200%
07/29 03:37:27 AM | Epoch 81 LR 0.023865451363088357
07/29 03:37:27 AM | Train: [ 82/600] Step 000/1041 Loss 0.430 Prec@(1,5) (87.5%, 100.0%)
07/29 03:38:30 AM | Train: [ 82/600] Step 200/1041 Loss 0.618 Prec@(1,5) (85.0%, 99.2%)
07/29 03:39:35 AM | Train: [ 82/600] Step 400/1041 Loss 0.613 Prec@(1,5) (85.2%, 99.2%)
07/29 03:40:41 AM | Train: [ 82/600] Step 600/1041 Loss 0.619 Prec@(1,5) (85.0%, 99.2%)
07/29 03:41:55 AM | Train: [ 82/600] Step 800/1041 Loss 0.625 Prec@(1,5) (84.8%, 99.1%)
07/29 03:43:17 AM | Train: [ 82/600] Step 1000/1041 Loss 0.628 Prec@(1,5) (84.7%, 99.2%)
07/29 03:43:35 AM | Train: [ 82/600] Step 1041/1041 Loss 0.629 Prec@(1,5) (84.7%, 99.2%)
07/29 03:43:35 AM | Train: [ 82/600] Final Prec@1 84.7100%
07/29 03:43:35 AM | Valid: [ 82/600] Step 000/208 Loss 0.210 Prec@(1,5) (91.7%, 100.0%)
07/29 03:43:52 AM | Valid: [ 82/600] Step 200/208 Loss 0.371 Prec@(1,5) (87.7%, 99.4%)
07/29 03:43:53 AM | Valid: [ 82/600] Step 208/208 Loss 0.371 Prec@(1,5) (87.7%, 99.4%)
07/29 03:43:53 AM | Valid: [ 82/600] Final Prec@1 87.7200%
07/29 03:43:53 AM | Epoch 82 LR 0.02383805017864331
07/29 03:43:54 AM | Train: [ 83/600] Step 000/1041 Loss 1.071 Prec@(1,5) (72.9%, 97.9%)
07/29 03:45:14 AM | Train: [ 83/600] Step 200/1041 Loss 0.627 Prec@(1,5) (84.9%, 99.2%)
07/29 03:46:34 AM | Train: [ 83/600] Step 400/1041 Loss 0.622 Prec@(1,5) (85.0%, 99.3%)
07/29 03:47:58 AM | Train: [ 83/600] Step 600/1041 Loss 0.626 Prec@(1,5) (84.8%, 99.2%)
07/29 03:49:14 AM | Train: [ 83/600] Step 800/1041 Loss 0.624 Prec@(1,5) (84.8%, 99.2%)
07/29 03:50:37 AM | Train: [ 83/600] Step 1000/1041 Loss 0.626 Prec@(1,5) (84.8%, 99.2%)
07/29 03:50:54 AM | Train: [ 83/600] Step 1041/1041 Loss 0.625 Prec@(1,5) (84.9%, 99.2%)
07/29 03:50:54 AM | Train: [ 83/600] Final Prec@1 84.8840%
07/29 03:50:55 AM | Valid: [ 83/600] Step 000/208 Loss 0.135 Prec@(1,5) (93.8%, 100.0%)
07/29 03:51:12 AM | Valid: [ 83/600] Step 200/208 Loss 0.360 Prec@(1,5) (88.8%, 99.5%)
07/29 03:51:13 AM | Valid: [ 83/600] Step 208/208 Loss 0.361 Prec@(1,5) (88.8%, 99.5%)
07/29 03:51:13 AM | Valid: [ 83/600] Final Prec@1 88.7500%
07/29 03:51:13 AM | Epoch 83 LR 0.023810338155825245
07/29 03:51:14 AM | Train: [ 84/600] Step 000/1041 Loss 0.987 Prec@(1,5) (72.9%, 100.0%)
07/29 03:52:34 AM | Train: [ 84/600] Step 200/1041 Loss 0.618 Prec@(1,5) (85.4%, 99.3%)
